,Y,Customer_Type,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Net_Annual_Income,Years_At_Business,Prod_Sub_Category,Source,Type_Of_Residence,Nb_Of_Products,Prod_Category,sub_delay,is_closed_date,bussiness_salaries,Nb_salaries,money_by_person
45,0,Non Existing Client,NP_Client,University,Married,0.0,15,100.0,1.0,G,Sales,Owned,1,C,2,0,50.0,50.0,100.0
46,0,Existing Client,NP_Client,University,Married,3.0,10,120.0,20.0,G,Branch,Owned,2,C,263,1,5.714285714285714,40.0,30.0
47,1,Existing Client,NP_Client,University,Married,2.0,1,42.0,1.0,C,Sales,Owned,1,L,33,1,21.0,21.0,14.0
48,0,Existing Client,NP_Client,University,Married,0.0,15,100.0,1.0,G,Sales,Owned,1,C,3182,0,50.0,50.0,100.0
49,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,12.0
50,0,Non Existing Client,NP_Client,Master/PhD,Married,0.0,15,20.0,1.0,C,Sales,Old rent,1,C,9,0,10.0,10.0,20.0
51,0,Existing Client,P_Client,University,Alone,0.0,10,36.0,3.0,C,Sales,Owned,1,B,1688,0,9.0,18.0,36.0
52,0,Existing Client,NP_Client,University,Married,3.0,12,36.0,1.0,C,Sales,Owned,1,B,56,0,18.0,18.0,9.0
53,0,Non Existing Client,NP_Client,University,Married,0.0,11,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
54,0,Non Existing Client,NP_Client,University,Married,3.0,10,36.0,3.0,C,Sales,Owned,1,B,2,0,9.0,18.0,9.0
55,0,Non Existing Client,NP_Client,University,Married,0.0,22,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,18.0
56,0,Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,B,765,0,18.0,18.0,12.0
57,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,1.0,C,Sales,Owned,1,B,2,0,18.0,18.0,36.0
58,0,Non Existing Client,NP_Client,University,Married,0.0,5,20.0,1.0,C,Sales,New rent,2,B,1,0,10.0,6.666666666666667,20.0
59,0,Non Existing Client,NP_Client,University,Alone,0.0,15,30.0,1.0,C,Sales,Owned,1,B,1,0,15.0,15.0,30.0
60,0,Existing Client,NP_Client,University,Alone,0.0,1,20.0,1.0,C,Sales,Owned,1,B,188,1,10.0,10.0,20.0
61,0,Non Existing Client,NP_Client,University,Married,2.0,20,18.0,20.0,C,Sales,Owned,1,B,7,0,0.8571428571428571,9.0,6.0
62,1,Non Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
63,0,Non Existing Client,NP_Client,University,Married,2.0,10,36.0,1.0,C,Sales,Owned,1,D,1,0,18.0,18.0,12.0
64,0,Existing Client,NP_Client,University,Alone,0.0,25,36.0,8.0,C,Sales,Owned,1,B,475,0,4.0,18.0,36.0
65,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,10.0,C,Sales,Owned,1,B,6,0,3.272727272727273,18.0,36.0
66,1,Existing Client,NP_Client,University,Married,0.0,1,84.0,4.0,C,Branch,Parents,1,L,16,1,16.8,42.0,84.0
67,0,Existing Client,NP_Client,University,Married,0.0,10,36.0,1.0,C,Sales,Owned,1,B,1771,0,18.0,18.0,36.0
68,0,Non Existing Client,NP_Client,University,Married,0.0,30,100.0,15.0,C,Branch,Owned,1,D,5,0,6.25,50.0,100.0
69,0,Non Existing Client,NP_Client,Master/PhD,Married,1.0,6,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,9.0
70,0,Non Existing Client,NP_Client,University,Married,1.0,2,18.0,2.0,C,Sales,Owned,1,B,2,0,6.0,9.0,9.0
71,0,Non Existing Client,NP_Client,University,Alone,0.0,1,36.0,1.0,C,Sales,Owned,1,M,7,0,18.0,18.0,36.0
72,0,Non Existing Client,NP_Client,University,Married,2.0,15,25.0,1.0,C,Sales,Owned,1,B,1,0,12.5,12.5,8.333333333333334
73,0,Existing Client,NP_Client,University,Married,3.0,3,400.0,3.0,G,Branch,Owned,1,K,5412,0,100.0,200.0,100.0
74,0,Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,D,274,0,18.0,18.0,36.0
75,0,Non Existing Client,NP_Client,University,Married,0.0,30,18.0,2.0,C,Sales,Owned,1,B,3,0,6.0,9.0,18.0
76,0,Non Existing Client,NP_Client,University,Married,0.0,10,18.0,1.0,C,Sales,Owned,1,B,2,0,9.0,9.0,18.0
77,0,Non Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
78,0,Non Existing Client,NP_Client,University,Married,2.0,10,36.0,3.0,C,Sales,Owned,1,B,43,0,9.0,18.0,12.0
79,0,Existing Client,NP_Client,University,Alone,0.0,50,18.0,19.0,C,Sales,Old rent,1,K,264,0,0.9,9.0,18.0
80,0,Non Existing Client,NP_Client,University,Alone,0.0,10,18.0,1.0,C,Sales,Owned,1,D,1,0,9.0,9.0,18.0
81,0,Non Existing Client,NP_Client,University,Married,1.0,10,36.0,3.0,C,Sales,Owned,1,B,6,0,9.0,18.0,18.0
82,0,Non Existing Client,NP_Client,University,Married,0.0,22,18.0,21.0,C,Sales,Owned,1,B,3,0,0.8181818181818182,9.0,18.0
83,0,Existing Client,NP_Client,University,Married,0.0,15,50.0,1.0,C,Sales,Owned,1,B,3059,0,25.0,25.0,50.0
84,0,Existing Client,NP_Client,University,Married,3.0,16,50.0,5.0,C,Sales,Owned,2,B,996,1,8.333333333333334,16.666666666666668,12.5
85,0,Existing Client,NP_Client,University,Alone,0.0,27,30.0,1.0,C,Branch,Parents,1,B,2594,0,15.0,15.0,30.0
86,0,Existing Client,NP_Client,University,Married,0.0,2,36.0,2.0,C,Sales,Owned,1,B,1944,0,12.0,18.0,36.0
87,0,Non Existing Client,NP_Client,University,Alone,0.0,24,24.0,0.0,C,Branch,Old rent,1,B,6,0,24.0,12.0,24.0
88,0,Non Existing Client,NP_Client,Master/PhD,Married,5.0,20,60.0,11.0,C,Branch,Old rent,1,K,10,0,5.0,30.0,10.0
89,1,Non Existing Client,NP_Client,University,Alone,0.0,1,25.0,1.0,C,Sales,Owned,1,B,3,1,12.5,12.5,25.0
90,0,Non Existing Client,NP_Client,Master/PhD,Alone,0.0,50,18.0,1.0,C,Sales,Owned,1,C,9,0,9.0,9.0,18.0
91,0,Existing Client,P_Client,University,Alone,2.0,10,36.0,1.0,C,Sales,Owned,1,B,2471,0,18.0,18.0,12.0
92,1,Non Existing Client,NP_Client,University,Married,4.0,6,80.0,2.0,C,Sales,Owned,1,B,3,1,26.666666666666668,40.0,16.0
93,0,Existing Client,NP_Client,Master/PhD,Married,3.0,16,18.0,1.0,C,Sales,Owned,1,B,790,0,9.0,9.0,4.5
94,0,Non Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,3,1,18.0,18.0,36.0
95,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,11.0,C,Sales,Owned,1,B,3,0,3.0,18.0,36.0
96,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,37,0,15.0,15.0,30.0
97,1,Non Existing Client,NP_Client,University,Married,0.0,10,50.0,10.0,C,Sales,Owned,1,B,3,1,4.545454545454546,25.0,50.0
98,0,Non Existing Client,NP_Client,Master/PhD,Married,0.0,30,25.0,1.0,C,Sales,Owned,1,B,22,0,12.5,12.5,25.0
99,1,Existing Client,NP_Client,University,Married,2.0,15,100.0,16.0,C,Branch,Owned,1,C,6985,1,5.882352941176471,50.0,33.333333333333336
100,0,Non Existing Client,NP_Client,University,Alone,3.0,4,20.0,1.0,C,Sales,Owned,1,B,56,0,10.0,10.0,5.0
101,1,Existing Client,NP_Client,University,Married,2.0,5,51.0,3.0,C,Sales,Owned,1,L,26,1,12.75,25.5,17.0
102,0,Non Existing Client,NP_Client,University,Alone,0.0,7,36.0,1.0,C,Sales,Owned,1,D,1,0,18.0,18.0,36.0
103,0,Existing Client,NP_Client,University,Married,2.0,11,36.0,6.0,C,Sales,Owned,1,B,41,0,5.142857142857143,18.0,12.0
104,0,Existing Client,NP_Client,University,Alone,0.0,34,54.0,4.0,C,Branch,Old rent,1,L,5,1,10.8,27.0,54.0
105,0,Non Existing Client,NP_Client,University,Married,4.0,1,50.0,1.0,C,Sales,Owned,1,B,5,0,25.0,25.0,10.0
106,0,Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,K,12,0,15.0,15.0,30.0
107,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,16,0,15.0,15.0,30.0
108,0,Non Existing Client,NP_Client,University,Married,3.0,40,180.0,1.0,C,Sales,Old rent,1,D,6,0,90.0,90.0,45.0
109,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,12.0
110,0,Non Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,C,Sales,Owned,2,D,9,0,18.0,12.0,36.0
111,0,Existing Client,P_Client,University,Married,3.0,40,100.0,10.0,P,Branch,Owned,1,E,5180,0,9.090909090909092,50.0,25.0
112,0,Non Existing Client,NP_Client,University,Married,3.0,1,36.0,2.0,C,Sales,Owned,1,B,7,0,12.0,18.0,9.0
113,1,Non Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,1,1,18.0,18.0,36.0
114,0,Existing Client,NP_Client,University,Married,2.0,17,220.0,20.0,G,Branch,Old rent,1,C,22,0,10.476190476190476,110.0,73.33333333333333
115,0,Non Existing Client,NP_Client,University,Alone,0.0,15,30.0,1.0,G,Sales,Owned,1,C,7,0,15.0,15.0,30.0
116,0,Non Existing Client,NP_Client,University,Married,1.0,23,82.0,3.0,C,Branch,Owned,1,D,1,0,20.5,41.0,41.0
117,0,Existing Client,NP_Client,University,Married,0.0,10,100.0,0.0,G,Branch,Owned,1,B,2389,0,100.0,50.0,100.0
118,0,Existing Client,NP_Client,University,Married,2.0,1,18.0,1.0,C,Branch,Owned,2,B,525,1,9.0,6.0,6.0
119,0,Non Existing Client,NP_Client,University,Alone,0.0,20,20.0,1.0,C,Sales,Owned,1,B,1,0,10.0,10.0,20.0
120,0,Existing Client,NP_Client,Master/PhD,Married,0.0,10,36.0,19.0,G,Sales,Owned,1,C,942,0,1.8,18.0,36.0
121,0,Non Existing Client,NP_Client,University,Married,1.0,6,20.0,21.0,C,Sales,Owned,1,B,3,0,0.9090909090909091,10.0,10.0
122,0,Existing Client,P_Client,University,Married,1.0,5,51.0,19.0,G,Branch,Owned,1,G,164,0,2.55,25.5,25.5
123,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,1,0,15.0,15.0,30.0
124,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,G,Sales,Owned,1,C,9,0,15.0,15.0,30.0
125,0,Non Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
126,0,Existing Client,NP_Client,Master/PhD,Married,0.0,1,20.0,1.0,C,Sales,Owned,1,C,210,0,10.0,10.0,20.0
127,0,Non Existing Client,NP_Client,University,Married,0.0,4,36.0,10.0,C,Sales,Owned,1,B,8,0,3.272727272727273,18.0,36.0
128,0,Existing Client,P_Client,University,Married,0.0,15,96.0,1.0,C,Sales,Owned,1,L,518,0,48.0,48.0,96.0
129,0,Existing Client,NP_Client,Master/PhD,Married,1.0,4,20.0,1.0,C,Sales,Owned,1,C,355,1,10.0,10.0,10.0
130,0,Existing Client,NP_Client,University,Married,4.0,15,30.0,1.0,C,Sales,Owned,1,B,1981,0,15.0,15.0,6.0
131,0,Existing Client,NP_Client,University,Married,0.0,5,36.0,10.0,G,Sales,Owned,1,B,413,0,3.272727272727273,18.0,36.0
132,0,Non Existing Client,NP_Client,University,Married,0.0,4,46.0,5.0,C,Sales,New rent,1,K,3,1,7.666666666666667,23.0,46.0
133,0,Non Existing Client,NP_Client,University,Married,0.0,20,187.0,1.0,C,Sales,Owned,1,B,2,0,93.5,93.5,187.0
134,0,Non Existing Client,NP_Client,University,Married,0.0,10,18.0,10.0,C,Sales,Owned,1,B,2,0,1.6363636363636365,9.0,18.0
135,0,Existing Client,NP_Client,University,Married,2.0,7,50.0,10.0,C,Sales,Owned,1,B,507,0,4.545454545454546,25.0,16.666666666666668
136,0,Existing Client,P_Client,University,Alone,0.0,7,36.0,1.0,C,Sales,Owned,1,B,920,0,18.0,18.0,36.0
137,0,Existing Client,NP_Client,University,Married,1.0,2,18.0,10.0,C,Sales,Owned,1,D,664,0,1.6363636363636365,9.0,9.0
138,0,Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,D,21,0,15.0,15.0,30.0
139,0,Non Existing Client,NP_Client,University,Married,2.0,7,25.0,1.0,C,Sales,Owned,1,B,4,0,12.5,12.5,8.333333333333334
140,0,Non Existing Client,NP_Client,University,Alone,0.0,15,100.0,1.0,G,Sales,Owned,1,C,4,0,50.0,50.0,100.0
141,0,Non Existing Client,NP_Client,University,Married,0.0,21,18.0,20.0,C,Branch,Owned,1,B,1,1,0.8571428571428571,9.0,18.0
142,0,Non Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,C,Sales,Owned,1,B,3,0,18.0,18.0,36.0
143,1,Existing Client,P_Client,University,Alone,0.0,20,50.0,10.0,C,Sales,Owned,1,D,1492,1,4.545454545454546,25.0,50.0
144,0,Non Existing Client,NP_Client,Master/PhD,Alone,0.0,22,18.0,2.0,G,Sales,Owned,1,C,3,0,6.0,9.0,18.0
145,0,Non Existing Client,NP_Client,University,Alone,0.0,10,20.0,1.0,C,Sales,Owned,1,B,5,0,10.0,10.0,20.0
146,0,Non Existing Client,NP_Client,Master/PhD,Married,1.0,5,140.0,0.0,C,Branch,Old rent,1,D,3,0,140.0,70.0,70.0
147,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,9,0,15.0,15.0,30.0
148,0,Existing Client,NP_Client,University,Alone,0.0,32,18.0,1.0,C,Sales,Owned,1,B,434,0,9.0,9.0,18.0
149,0,Existing Client,NP_Client,Master/PhD,Married,3.0,20,600.0,20.0,P,Branch,Owned,1,E,1382,0,28.571428571428573,300.0,150.0
150,0,Existing Client,P_Client,University,Married,1.0,30,46.0,1.0,G,Branch,Owned,1,G,479,0,23.0,23.0,23.0
151,0,Non Existing Client,NP_Client,Master/PhD,Married,0.0,10,18.0,2.0,G,Sales,Owned,1,C,8,0,6.0,9.0,18.0
152,0,Non Existing Client,NP_Client,University,Married,2.0,15,30.0,1.0,C,Sales,Owned,1,D,1,0,15.0,15.0,10.0
153,0,Non Existing Client,NP_Client,University,Married,0.0,20,25.0,1.0,C,Sales,Owned,1,B,2,1,12.5,12.5,25.0
154,0,Existing Client,NP_Client,University,Alone,0.0,10,36.0,3.0,G,Sales,Owned,1,C,46,0,9.0,18.0,36.0
155,1,Existing Client,NP_Client,University,Married,0.0,1,36.0,2.0,C,Sales,Old rent,2,L,39,1,12.0,12.0,36.0
156,0,Existing Client,NP_Client,Master/PhD,Married,2.0,8,50.0,10.0,C,Sales,Owned,1,B,81,0,4.545454545454546,25.0,16.666666666666668
157,0,Existing Client,P_Client,University,Married,1.0,20,25.0,4.0,C,Branch,Owned,1,H,140,0,5.0,12.5,12.5
158,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,1,0,15.0,15.0,30.0
159,0,Existing Client,NP_Client,University,Married,2.0,10,31.0,2.0,C,Sales,Owned,1,L,7,0,10.333333333333334,15.5,10.333333333333334
160,0,Existing Client,NP_Client,University,Married,2.0,7,20.0,1.0,C,Sales,Owned,1,B,847,1,10.0,10.0,6.666666666666667
161,0,Non Existing Client,NP_Client,University,Married,4.0,20,36.0,1.0,G,Sales,Old rent,2,C,7,0,18.0,12.0,7.2
162,0,Non Existing Client,NP_Client,Master/PhD,Married,1.0,1,20.0,1.0,C,Sales,Owned,1,C,20,0,10.0,10.0,10.0
163,0,Non Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,2,0,18.0,18.0,36.0
164,0,Non Existing Client,NP_Client,University,Married,1.0,10,36.0,1.0,C,Sales,Owned,1,D,2,1,18.0,18.0,18.0
165,0,Non Existing Client,NP_Client,University,Alone,0.0,19,18.0,2.0,C,Sales,Owned,1,B,3,0,6.0,9.0,18.0
166,1,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,B,1,1,18.0,18.0,12.0
167,0,Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,742,0,15.0,15.0,30.0
168,0,Non Existing Client,NP_Client,Master/PhD,Married,0.0,1,20.0,1.0,C,Sales,Owned,2,C,2,0,10.0,6.666666666666667,20.0
169,0,Non Existing Client,NP_Client,University,Married,2.0,7,20.0,1.0,C,Sales,Owned,1,B,18,0,10.0,10.0,6.666666666666667
170,0,Existing Client,NP_Client,University,Alone,1.0,30,18.0,2.0,C,Branch,Parents,1,B,735,1,6.0,9.0,9.0
171,0,Existing Client,NP_Client,University,Married,0.0,2,18.0,2.0,C,Branch,Owned,2,B,1350,1,6.0,6.0,18.0
172,0,Existing Client,P_Client,University,Married,1.0,5,45.0,8.0,C,Branch,Owned,1,H,287,0,5.0,22.5,22.5
173,0,Existing Client,NP_Client,University,Married,0.0,28,30.0,2.0,C,Branch,Parents,1,K,1756,0,10.0,15.0,30.0
174,0,Non Existing Client,NP_Client,Master/PhD,Married,2.0,25,50.0,21.0,G,Sales,Old rent,1,C,15,0,2.272727272727273,25.0,16.666666666666668
175,1,Non Existing Client,NP_Client,University,Married,3.0,10,36.0,3.0,C,Sales,Owned,1,B,15,1,9.0,18.0,9.0
176,0,Non Existing Client,NP_Client,University,Married,2.0,15,18.0,2.0,C,Sales,Owned,1,B,14,0,6.0,9.0,6.0
177,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,M,6,0,15.0,15.0,30.0
178,0,Non Existing Client,NP_Client,Master/PhD,Married,0.0,25,20.0,1.0,C,Sales,Owned,1,B,2,0,10.0,10.0,20.0
179,0,Non Existing Client,NP_Client,University,Alone,0.0,10,36.0,3.0,C,Sales,Owned,2,B,2,1,9.0,12.0,36.0
180,0,Non Existing Client,NP_Client,Master/PhD,Married,2.0,5,25.0,1.0,C,Sales,Owned,1,D,6,0,12.5,12.5,8.333333333333334
181,0,Non Existing Client,NP_Client,University,Married,2.0,8,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,6.0
182,0,Non Existing Client,NP_Client,University,Married,3.0,24,18.0,1.0,C,Sales,Owned,1,D,1,1,9.0,9.0,4.5
183,0,Non Existing Client,NP_Client,University,Married,2.0,7,118.0,0.0,G,Branch,Owned,3,B,4,1,118.0,29.5,39.333333333333336
184,0,Existing Client,NP_Client,University,Married,2.0,10,36.0,1.0,C,Sales,Owned,1,B,167,0,18.0,18.0,12.0
185,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,B,0,0,18.0,18.0,12.0
186,0,Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,361,0,18.0,18.0,36.0
187,0,Non Existing Client,NP_Client,Master/PhD,Alone,0.0,29,4.0,0.0,C,Branch,Parents,1,B,1,0,4.0,2.0,4.0
188,0,Non Existing Client,NP_Client,University,Married,0.0,1,25.0,1.0,C,Sales,Owned,1,D,18,0,12.5,12.5,25.0
189,0,Non Existing Client,NP_Client,University,Married,0.0,7,18.0,1.0,C,Sales,New rent,1,B,0,0,9.0,9.0,18.0
190,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,3.0,C,Sales,Owned,1,B,1,0,9.0,18.0,36.0
191,0,Existing Client,NP_Client,Master/PhD,Alone,0.0,20,18.0,5.0,G,Sales,Owned,1,C,256,0,3.0,9.0,18.0
192,0,Non Existing Client,NP_Client,University,Alone,0.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
193,0,Existing Client,NP_Client,Master/PhD,Married,3.0,10,50.0,10.0,G,Sales,Owned,1,C,1363,0,4.545454545454546,25.0,12.5
194,0,Existing Client,P_Client,University,Married,2.0,29,135.0,3.0,G,Branch,Parents,1,G,1480,0,33.75,67.5,45.0
195,0,Existing Client,NP_Client,University,Alone,0.0,30,1000.0,30.0,P,Branch,Owned,1,E,2440,0,32.25806451612903,500.0,1000.0
196,0,Non Existing Client,NP_Client,University,Married,0.0,30,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,18.0
197,0,Existing Client,NP_Client,University,Alone,0.0,0,36.0,0.0,C,Branch,Owned,1,J,237,0,36.0,18.0,36.0
198,0,Existing Client,NP_Client,Master/PhD,Married,0.0,10,50.0,12.0,G,Sales,Owned,1,C,917,0,3.8461538461538463,25.0,50.0
199,0,Non Existing Client,NP_Client,University,Married,3.0,1,36.0,1.0,C,Sales,Owned,1,K,16,0,18.0,18.0,9.0
200,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,10.0,C,Sales,Owned,1,D,1,0,3.272727272727273,18.0,36.0
